4.2127	4.24241444268779e-09
4.196	3.80527303704443e-09
4.186	3.0706006603939e-09
4.18	2.70010004641385e-09
4.1757	2.33839235006746e-09
4.1726	2.47362226701129e-09
4.169	3.23972393551859e-09
4.1643	5.10136271013871e-09
4.1569	7.77708163246164e-09
4.1447	8.18101946872999e-09
4.1281	8.06778873052006e-09
4.1085	7.91412008227973e-09
4.0868	7.31718572448895e-09
4.065	6.60348288372581e-09
4.0454	6.07824422482483e-09
4.0286	5.93271789424514e-09
4.0141	5.79416024886561e-09
4.001	5.74141037147393e-09
3.9889	6.15489933686628e-09
3.9765	6.3951287652042e-09
3.9636	6.53733888336576e-09
3.9497	6.65218650108653e-09
3.9346	6.71138759527453e-09
3.9187	6.70868846495955e-09
3.9019	6.65446234790297e-09
3.885	6.57727445850378e-09
3.868	6.51387941191329e-09
3.8508	6.02668709979512e-09
3.8349	5.71592290182157e-09
3.8202	5.4985003019687e-09
3.8069	5.1934480997845e-09
3.795	4.95460672552574e-09
3.7841	4.81353374915877e-09
3.774	4.75278346362769e-09
3.7646	4.74516784172853e-09
3.7553	4.53183476048124e-09
3.7464	4.41741624683752e-09
3.7376	4.57016869762599e-09
3.7288	4.69415872052439e-09
3.7198	4.74675392606328e-09
3.7108	4.51316212349838e-09
3.7016	4.61345155379406e-09
3.6922	4.39369065698286e-09
3.683	4.45902345083941e-09
3.6736	4.45480986879196e-09
3.6638	4.22292528521189e-09
3.6542	4.37017057079668e-09
3.644	4.30919857778932e-09
3.6331	4.17612373908031e-09
3.6213	3.87873537320758e-09
3.6088	3.3577707152116e-09
3.5947	2.70693141635095e-09
3.5789	1.8669335808817e-09
3.5626	1.3587740115953e-09
3.5448	9.15008107633648e-10
3.5271	5.224060424398e-10
3.5093	3.25629461792365e-10
3.4834	2.06917636839751e-10
3.4359	8.69245420820903e-11
3.3552	4.42856999693545e-11
