3.5705	1.56589825768669e-09
3.5857	7.80778523093797e-10
3.5944	8.1136216778647e-10
3.602	1.06000921854608e-09
3.6093	1.33433134094658e-09
3.6168	1.57884194175945e-09
3.6255	2.0043215661823e-09
3.6345	2.58580021034945e-09
3.6438	3.13512990978551e-09
3.6534	3.46981332927043e-09
3.663	3.58568388023122e-09
3.6723	3.75052162059307e-09
3.6816	3.92602152534928e-09
3.6908	3.93098830619133e-09
3.6998	4.01210902244067e-09
3.7088	4.17499779577457e-09
3.7178	4.17295897378319e-09
3.7267	4.23547434268189e-09
3.7357	4.18801842197597e-09
3.7444	4.25123290095507e-09
3.7534	4.03348278538403e-09
3.7621	4.20333206741339e-09
3.7709	4.26726015498575e-09
3.7801	4.42442055682568e-09
3.7895	4.91980851333501e-09
3.7996	5.2517720803918e-09
3.8106	5.49591672380534e-09
3.8229	5.53167368254617e-09
3.8363	5.93947016900873e-09
3.8511	6.1609511575379e-09
3.8667	6.26061072247774e-09
3.8833	6.0205346840784e-09
3.9002	5.88675678331438e-09
3.9166	5.95341498938369e-09
3.9326	5.70647930536165e-09
3.9478	5.64345155496894e-09
3.9622	5.40075113365402e-09
3.9755	5.31923153148741e-09
3.9883	5.25264748516226e-09
4.0003	5.46804956412231e-09
4.0126	5.69172464436582e-09
4.0255	6.49512973189288e-09
4.0403	6.85429196275001e-09
4.0574	7.16132657208117e-09
4.0766	7.20688818043167e-09
4.0977	6.62515913419366e-09
4.1185	6.14485462317952e-09
4.1374	5.78298955037217e-09
4.1538	4.89864048403958e-09
4.1662	3.81603167687716e-09
4.174	2.83991482613688e-09
4.1784	2.40033383717956e-09
4.1817	2.47252030811261e-09
4.1854	2.75031308144248e-09
4.1896	3.80629069379801e-09
4.1961	5.1950272554113e-09
4.2059	6.76117311465363e-09
4.2217	8.06077173695703e-09
4.2471	8.12323728718018e-09
4.286	2.43068549156283e-09
4.3001	3.52408754954038e-09
4.2405	4.69959283192057e-09
4.2127	4.24241444268779e-09
