0	0	3.5003
0	0.0228	3.5099
6	0.0228	3.5206
10	0.0228	3.524
15	0.0228	3.5262
20	0.0228	3.5279
25	0.0228	3.5293
30	0.0228	3.5304
35	0.0228	3.5314
40	0.0228	3.5324
46	0.0227	3.5331
50	0.0228	3.5338
55	0.0228	3.5344
60	0.0228	3.535
65	0.0228	3.5356
70	0.0228	3.5362
75	0.0228	3.5367
80	0.0228	3.5372
85	0.0228	3.5376
91	0.0228	3.5381
96	0.0228	3.5386
100	0.0228	3.539
105	0.0228	3.5395
110	0.0228	3.5398
115	0.0228	3.5403
120	0.0228	3.5407
125	0.0227	3.5409
130	0.0227	3.5414
135	0.0228	3.5418
140	0.0227	3.5423
145	0.0227	3.5426
151	0.0228	3.5432
155	0.0228	3.5435
160	0.0228	3.5438
165	0.0228	3.5441
170	0.0228	3.5446
175	0.0228	3.5449
180	0.0227	3.5454
185	0.0228	3.5457
191	0.0228	3.5462
195	0.0228	3.5465
200	0.0228	3.5466
205	0.0228	3.5469
210	0.0228	3.5472
216	0.0228	3.5476
220	0.0228	3.5477
225	0.0227	3.548
230	0.0228	3.5483
235	0.0228	3.5485
240	0.0228	3.5488
246	0.0227	3.549
250	0.0228	3.5491
255	0.0228	3.5493
260	0.0227	3.5494
265	0.0228	3.5497
270	0.0227	3.5499
275	0.0228	3.5502
280	0.0227	3.5502
286	0.0227	3.5505
291	0.0227	3.5505
296	0.0228	3.5507
301	0.0227	3.5508
305	0.0228	3.551
310	0.0227	3.5511
315	0.0227	3.5513
320	0.0227	3.5514
325	0.0228	3.5516
330	0.0228	3.5517
335	0.0227	3.5519
341	0.0227	3.5519
345	0.0228	3.5522
350	0.0227	3.5522
355	0.0228	3.5524
360	0.0227	3.5525
365	0.0227	3.5525
370	0.0228	3.5527
375	0.0228	3.553
380	0.0228	3.5531
385	0.0228	3.5531
391	0.0228	3.5533
396	0.0228	3.5533
400	0.0228	3.5534
405	0.0228	3.5536
410	0.0227	3.5538
416	0.0228	3.5541
420	0.0227	3.5541
425	0.0228	3.5542
430	0.0228	3.5544
436	0.0227	3.5545
440	0.0227	3.5547
445	0.0228	3.5548
450	0.0227	3.555
455	0.0227	3.5553
461	0.0227	3.5555
465	0.0228	3.5556
470	0.0228	3.5558
476	0.0227	3.5561
481	0.0228	3.5562
485	0.0228	3.5564
490	0.0227	3.5567
495	0.0227	3.5567
500	0.0227	3.5572
505	0.0227	3.5572
510	0.0227	3.5573
516	0.0228	3.5575
520	0.0227	3.5576
525	0.0227	3.5578
530	0.0227	3.5581
535	0.0228	3.5583
540	0.0227	3.5584
545	0.0227	3.5586
550	0.0227	3.5586
556	0.0228	3.5587
560	0.0227	3.5589
566	0.0227	3.559
571	0.0228	3.5592
575	0.0227	3.5592
580	0.0227	3.5593
585	0.0227	3.5593
590	0.0227	3.5595
595	0.0227	3.5596
600	0.0228	3.5598
606	0.0228	3.5598
610	0.0228	3.5598
615	0.0227	3.56
620	0.0227	3.5601
625	0.0228	3.5601
630	0.0227	3.5603
635	0.0227	3.5603
640	0.0227	3.5604
645	0.0227	3.5604
650	0.0227	3.5606
656	0.0228	3.5607
660	0.0228	3.5607
666	0.0228	3.5607
670	0.0227	3.5607
676	0.0228	3.5609
680	0.0227	3.561
685	0.0228	3.561
691	0.0227	3.5612
695	0.0228	3.5612
700	0.0228	3.5614
705	0.0227	3.5614
710	0.0227	3.5614
715	0.0228	3.5615
720	0.0228	3.5615
725	0.0227	3.5617
730	0.0228	3.5617
736	0.0227	3.5618
740	0.0227	3.5618
746	0.0227	3.562
751	0.0227	3.5621
755	0.0228	3.5621
761	0.0227	3.5624
765	0.0227	3.5624
771	0.0227	3.5626
775	0.0228	3.5627
780	0.0227	3.5629
785	0.0228	3.5631
790	0.0227	3.5634
796	0.0228	3.5634
800	0.0228	3.5637
805	0.0228	3.5637
810	0.0227	3.564
815	0.0227	3.5641
820	0.0227	3.5641
825	0.0228	3.5645
830	0.0228	3.5645
835	0.0228	3.5645
841	0.0227	3.5646
845	0.0228	3.5648
850	0.0227	3.5648
855	0.0227	3.5649
861	0.0228	3.5651
865	0.0227	3.5651
870	0.0228	3.5652
875	0.0228	3.5654
880	0.0227	3.5655
885	0.0227	3.5655
890	0.0227	3.5657
895	0.0227	3.5657
901	0.0228	3.5658
905	0.0227	3.5658
910	0.0227	3.5658
915	0.0227	3.566
921	0.0228	3.566
925	0.0227	3.566
930	0.0227	3.5662
935	0.0228	3.5662
940	0.0227	3.5662
945	0.0228	3.5663
950	0.0227	3.5663
955	0.0227	3.5665
960	0.0227	3.5665
966	0.0227	3.5666
970	0.0227	3.5665
975	0.0227	3.5666
980	0.0227	3.5666
985	0.0228	3.5666
990	0.0227	3.5668
995	0.0227	3.5668
1000	0.0227	3.5668
1005	0.0228	3.5668
1010	0.0227	3.5669
1015	0.0227	3.5669
1021	0.0228	3.5669
1025	0.0227	3.5671
1030	0.0228	3.5671
1035	0.0227	3.5671
1040	0.0228	3.5671
1045	0.0227	3.5672
1051	0.0227	3.5672
1056	0.0227	3.5672
1060	0.0227	3.5676
1065	0.0227	3.5676
1070	0.0227	3.5676
1075	0.0227	3.5677
1080	0.0228	3.5677
1086	0.0227	3.5679
1090	0.0227	3.568
1095	0.0227	3.568
1101	0.0227	3.5682
1105	0.0227	3.5683
1110	0.0228	3.5685
1115	0.0227	3.5686
1121	0.0228	3.5688
1125	0.0227	3.5689
1130	0.0227	3.5691
1135	0.0227	3.5693
1141	0.0228	3.5694
1146	0.0227	3.5694
1150	0.0227	3.5696
1155	0.0227	3.5697
1161	0.0227	3.5699
1165	0.0228	3.57
1170	0.0227	3.57
1175	0.0228	3.5702
1180	0.0227	3.5702
1185	0.0227	3.5703
1190	0.0228	3.5703
1195	0.0227	3.5705
1200	0.0227	3.5705
1200	0	3.5646
1206	0	3.5612
1211	0	3.5598
1215	0	3.559
1220	0	3.5584
1226	0	3.5578
1230	0	3.5573
1236	0	3.5567
1241	0	3.5564
1245	0	3.5561
1251	0	3.5558
1256	0	3.5555
1261	0	3.5553
1266	0	3.555
1271	0	3.5547
1276	0	3.5545
1281	0	3.5542
1285	0	3.5542
1290	0	3.5539
1295	0	3.5538
1301	0	3.5534
1306	0	3.5534
1311	0	3.5533
1315	0	3.5531
1321	0	3.553
1326	0	3.5528
1330	0	3.5527
1335	0	3.5525
1340	0	3.5524
1346	0	3.5522
1351	0	3.5522
1356	0	3.5521
1361	0	3.5519
1366	0	3.5519
1371	0	3.5517
1376	0	3.5516
1381	0	3.5514
1385	0	3.5513
1391	0	3.5513
1396	0	3.5513
1401	0	3.5511
1406	0	3.551
1411	0	3.551
1416	0	3.5508
1420	0	3.5508
1425	0	3.5507
1431	0	3.5507
1435	0	3.5507
1441	0	3.5505
1446	0	3.5503
1451	0	3.5503
1456	0	3.5502
1461	0	3.5502
1466	0	3.5502
1471	0	3.55
1476	0	3.5502
1481	0	3.55
1485	0	3.5499
1490	0	3.5499
1496	0	3.5499
1501	0	3.5497
1506	0	3.5497
1511	0	3.5497
1516	0	3.5496
1521	0	3.5496
1526	0	3.5496
1531	0	3.5496
1536	0	3.5494
1541	0	3.5494
1546	0	3.5493
1551	0	3.5493
1556	0	3.5493
1561	0	3.5491
1566	0	3.5491
1570	0	3.5491
1576	0	3.549
1581	0	3.549
1586	0	3.549
1590	0	3.5488
1596	0	3.549
1600	0	3.5488
1606	0	3.5488
1611	0	3.5488
1616	0	3.5486
1621	0	3.5486
1625	0	3.5488
1631	0	3.5486
1636	0	3.5486
1640	0	3.5486
1646	0	3.5485
1651	0	3.5485
1656	0	3.5483
1661	0	3.5483
1665	0	3.5483
1670	0	3.5483
1675	0	3.5483
1681	0	3.5482
1686	0	3.5483
1691	0	3.5482
1696	0	3.5482
1701	0	3.5482
1705	0	3.5482
1711	0	3.548
1716	0	3.548
1720	0	3.548
1726	0	3.548
1731	0	3.548
1736	0	3.548
1741	0	3.548
1746	0	3.5479
1750	0	3.5479
1755	0	3.5479
1761	0	3.5479
1766	0	3.5477
1771	0	3.5479
1776	0	3.5479
1780	0	3.5477
1786	0	3.5479
1791	0	3.5477
1796	0	3.5477
1801	0	3.5476
1806	0	3.5477
1811	0	3.5477
1816	0	3.5477
1821	0	3.5476
1826	0	3.5476
1830	0	3.5476
1835	0	3.5476
1841	0	3.5476
1846	0	3.5474
1851	0	3.5476
1856	0	3.5474
1861	0	3.5474
1866	0	3.5474
1871	0	3.5474
1876	0	3.5476
1881	0	3.5474
1886	0	3.5474
1891	0	3.5472
1896	0	3.5474
1901	0	3.5474
1906	0	3.5472
1910	0	3.5472
1916	0	3.5472
1921	0	3.5472
1926	0	3.5472
1931	0	3.5472
1935	0	3.5472
1940	0	3.5472
1946	0	3.5472
1951	0	3.5471
1956	0	3.5472
1961	0	3.5471
1966	0	3.5471
1971	0	3.5471
1976	0	3.5471
1980	0	3.5471
1985	0	3.5471
1991	0	3.5471
1996	0	3.5471
2001	0	3.5469
2005	0	3.5469
2011	0	3.5469
2016	0	3.5469
2021	0	3.5469
2026	0	3.5469
2030	0	3.5469
2036	0	3.5469
2041	0	3.5469
2046	0	3.5469
2051	0	3.5468
2055	0	3.5469
2061	0	3.5468
2066	0	3.5469
2070	0	3.5469
2075	0	3.5469
2081	0	3.5468
2086	0	3.5468
2090	0	3.5469
2096	0	3.5468
2100	0	3.5468
2106	0	3.5468
2111	0	3.5468
2116	0	3.5468
2121	0	3.5468
2126	0	3.5468
2130	0	3.5468
2136	0	3.5468
2141	0	3.5468
2146	0	3.5466
2151	0	3.5468
2155	0	3.5468
2161	0	3.5466
2165	0	3.5468
2171	0	3.5466
2175	0	3.5466
2181	0	3.5466
2186	0	3.5466
2191	0	3.5466
2195	0	3.5466
2201	0	3.5466
2206	0	3.5466
2211	0	3.5466
2215	0	3.5466
2221	0	3.5466
2226	0	3.5465
2231	0	3.5465
2235	0	3.5466
2240	0	3.5465
2245	0	3.5465
2251	0	3.5465
2256	0	3.5465
2261	0	3.5465
2265	0	3.5465
2271	0	3.5465
2276	0	3.5465
2281	0	3.5465
2286	0	3.5465
2291	0	3.5465
2296	0	3.5465
2301	0	3.5465
2306	0	3.5465
2310	0	3.5465
2316	0	3.5465
2321	0	3.5463
2326	0	3.5465
2331	0	3.5463
2335	0	3.5465
2341	0	3.5465
2346	0	3.5463
2350	0	3.5463
2355	0	3.5465
2361	0	3.5463
2366	0	3.5465
2371	0	3.5463
2376	0	3.5463
2381	0	3.5465
2386	0	3.5463
2390	0	3.5465
2396	0	3.5465
2401	0	3.5465
2406	0	3.5463
2410	0	3.5463
2416	0	3.5463
2420	0	3.5465
2426	0	3.5463
2431	0	3.5463
2436	0	3.5463
2441	0	3.5463
2446	0	3.5463
2451	0	3.5463
2456	0	3.5463
2461	0	3.5463
2465	0	3.5463
2470	0	3.5463
2476	0	3.5462
2480	0	3.5463
2485	0	3.5463
2491	0	3.5462
2496	0	3.5463
2501	0	3.5462
2506	0	3.5462
2510	0	3.5462
2516	0	3.5463
2521	0	3.5462
2525	0	3.5463
2531	0	3.5462
2535	0	3.5462
2540	0	3.5462
2546	0	3.5462
2551	0	3.5462
2556	0	3.5463
2561	0	3.5462
2566	0	3.5462
2571	0	3.5463
2576	0	3.5462
2581	0	3.5463
2586	0	3.5462
2591	0	3.5462
2596	0	3.5462
2601	0	3.5462
2605	0	3.5462
2610	0	3.5463
2616	0	3.5462
2620	0	3.5463
2626	0	3.5462
2631	0	3.5462
2635	0	3.5463
2641	0	3.5462
2646	0	3.5462
2651	0	3.5462
2655	0	3.5462
2661	0	3.5462
2666	0	3.5462
2671	0	3.5462
2676	0	3.5462
2680	0	3.5462
